Banco,Producto_Codigo,Producto_Nombre,Concepto,Descripcion_Breve,Tipo,Tasa_Porcentaje_MN,Tasa_Porcentaje_ME,Monto_Fijo_MN,Monto_Fijo_ME,Monto_Minimo_MN,Monto_Maximo_MN,Monto_Minimo_ME,Monto_Maximo_ME,Moneda,Fecha_Vigencia,Fecha_Extraccion,Periodicidad,Oportunidad_Cobro,Observaciones
BBVA_Continental,prestamo-comercial-credito-liquido-ppjj,Préstamo Comercial / Crédito Líquido - Personas Jurídicas,Comisión FOGEM,Comisión sobre desembolso o saldo de préstamos con garantía del Fondo de Garantía Empresarial (COFIDE).,COMISION,0.25,,,,,,,,MN,11/06/2012,2025-10-24,,,- Aplica sobre el desembolso o el saldo (según corresponda) de préstamos que cuenten con el Fondo de Garantía Empresarial – COFIDE. Vigente desde 11/06/2012 | Condiciones: Aplica sobre el desembolso o el saldo (según corresponda) de préstamos que cuenten con el Fondo de Garantía Empresarial – COFIDE. | Cliente: Persona Jurídica | Segmento: Empresas
BBVA_Continental,prestamo-comercial-credito-liquido-ppjj,Préstamo Comercial / Crédito Líquido - Personas Jurídicas,Comisión por Evaluación de Póliza de Seguro Endosada,"Comisión por evaluación de pólizas de seguro endosadas, aplicable a clientes de Banca Negocios.",COMISION,,,,50.0,,,,,AMBAS,20/05/2013,2025-10-24,,,- Aplica para clientes de la Banca Negocios. No aplica para Línea de Préstamo Comercial Negocios. Por póliza. Vigente desde 20/05/2013 -Esta comisión no aplica para la evaluación de Póliza de Seguro de Desgravamen Endosada. Vigente desde 10/05/2021 | Condiciones: Aplica para clientes de la Banca Negocios. No aplica para Línea de Préstamo Comercial Negocios. Por póliza. | Cliente: Persona Jurídica | Segmento: Empresas
BBVA_Continental,prestamo-comercial-credito-liquido-ppjj,Préstamo Comercial / Crédito Líquido - Personas Jurídicas,Comisión por Liquidación Anticipada (plazos > 90 días y < 12 meses),"Comisión por cancelación anticipada, amortización parcial o prepago de cuotas en préstamos comerciales.",COMISION,2.0,,,,,,,,MN,21/06/2018,2025-10-24,,,"- Aplica a préstamos comerciales con plazos mayores a 90 días y menores a 12 meses por: Cancelación Anticipada, Amortización Parcial y Prepago de cuotas. - Aplica a clientes de la Banca Negocios. - No aplicable a Préstamos: Promotores, Refinanciados y Con garantías de facturas y/o letras. - Vigente desde 21/06/2018 | Condiciones: Préstamos comerciales con plazos mayores a 90 días y menores a 12 meses por: Cancelación Anticipada, Amortización Parcial y Prepago de cuotas. Aplica a clientes de la Banca Negocios. No aplicable a Préstamos: Promotores, Refinanciados y Con garantías de facturas y/o letras. | Cliente: Persona Jurídica | Segmento: Empresas"
BBVA_Continental,prestamo-comercial-credito-liquido-ppjj,Préstamo Comercial / Crédito Líquido - Personas Jurídicas,Comisión por Liquidación Anticipada (plazos > 12 meses),"Comisión por cancelación anticipada, amortización parcial o prepago de cuotas en préstamos comerciales para Banca Empresa y Corporativa.",COMISION,5.0,,,,,,,,MN,21/06/2018,2025-10-24,,,"- Aplica a préstamos comerciales con plazos mayores a 12 meses por: Cancelación Anticipada, Amortización Parcial y Prepago de cuotas. Aplica a clientes de la Banca Empresa y Corporativa. No aplicable a Préstamos: Promotores, Refinanciados y Con garantías de facturas y/o letras. - Vigente desde 21/06/2018 | Condiciones: Préstamos comerciales con plazos mayores a 12 meses por: Cancelación Anticipada, Amortización Parcial y Prepago de cuotas. Aplica a clientes de la Banca Empresa y Corporativa. No aplicable a Préstamos: Promotores, Refinanciados y Con garantías de facturas y/o letras. | Cliente: Persona Jurídica | Segmento: Empresas"
BBVA_Continental,prestamo-comercial-credito-liquido-ppjj,Préstamo Comercial / Crédito Líquido - Personas Jurídicas,Comisión por Gastos de Servicio Registral (Préstamos con Hipotecas/Prenda),Comisión por gastos de servicio registral para préstamos con hipotecas o prenda industrial/vehicular.,COMISION,,,,100.0,,,,,ME,01/06/2012,2025-10-24,,,-Aplica para Préstamos con Hipotecas/prenda industrial y prenda vehicular (Valor del vehículo menor a 40 UIT) a nivel de minuta Vigente desde 01/06/2012 | Condiciones: Préstamos con Hipotecas/prenda industrial y prenda vehicular (Valor del vehículo menor a 40 UIT) a nivel de minuta | Cliente: Persona Jurídica | Segmento: Empresas
BBVA_Continental,prestamo-comercial-credito-liquido-ppjj,Préstamo Comercial / Crédito Líquido - Personas Jurídicas,Comisión por Revisión de Adeudos,Comisión por revisión de adeudos para préstamos con hipotecas/prenda industrial y vehicular a nivel de escritura pública.,COMISION,,,,150.0,,,,,ME,01/06/2012,2025-10-24,,,-Aplica para Préstamos con Hipotecas/prenda industrial y prenda vehicular (Valor del vehículo Mayor igual a 40 UIT) a nivel de escritura pública. -No aplica para Fast Cash (crédito líquido) Persona Jurídica. -Vigente desde 01/06/2012 | Condiciones: Préstamos con Hipotecas/prenda industrial y prenda vehicular (Valor del vehículo Mayor igual a 40 UIT) a nivel de escritura pública. No aplica para Fast Cash (crédito líquido) Persona Jurídica. | Cliente: Persona Jurídica | Segmento: Empresas
BBVA_Continental,prestamo-comercial-credito-liquido-ppjj,Préstamo Comercial / Crédito Líquido - Personas Jurídicas,Comisión por Estudio de Títulos,Comisión por estudio de títulos para la constitución de garantías a favor del Banco.,COMISION,,,,150.0,,,,,ME,11/06/2012,2025-10-24,,,-Aplicable para la constitución de garantías a favor del Banco. -Gastos por Servicio Notarial y Registral serán pagados a la Notaría directamente. -No aplica para Fast Cash (crédito líquido) Persona Jurídica. -Vigente desde 11/06/2012 | Condiciones: Aplicable para la constitución de garantías a favor del Banco. Gastos por Servicio Notarial y Registral serán pagados a la Notaría directamente. No aplica para Fast Cash (crédito líquido) Persona Jurídica. | Cliente: Persona Jurídica | Segmento: Empresas
BBVA_Continental,prestamo-comercial-credito-liquido-ppjj,Préstamo Comercial / Crédito Líquido - Personas Jurídicas,Comisión por Revisión Anual de Garantías (Bienes Inmuebles),"Comisión anual por revisión de garantías de bienes inmuebles, aplicable a clientes de Banca Negocios y Empresas.",COMISION,,,,,,,50.0,1000.0,ME,21/04/2016,2025-10-24,Anual,,Para Bienes Inmuebles - No aplica para Fast Cash (crédito líquido) o Persona Jurídica. Vigente desde 21/04/2016 | Condiciones: Para Bienes Inmuebles - No aplica para Fast Cash (crédito líquido) o Persona Jurídica. | Cliente: Persona Jurídica | Segmento: Empresas
BBVA_Continental,prestamo-comercial-credito-liquido-ppjj,Préstamo Comercial / Crédito Líquido - Personas Jurídicas,Comisión por Revisión Anual de Garantías (Bienes Muebles),"Comisión anual por revisión de garantías de bienes muebles, aplicable a clientes de Banca Negocios y Empresas.",COMISION,,,,,,,50.0,1000.0,ME,21/04/2016,2025-10-24,Anual,,Para Bienes Muebles - No aplica para Fast Cash (crédito líquido) Persona Jurídica. Vigente desde 21/04/2016 | Condiciones: Para Bienes Muebles - No aplica para Fast Cash (crédito líquido) Persona Jurídica. | Cliente: Persona Jurídica | Segmento: Empresas
BBVA_Continental,prestamo-comercial-credito-liquido-ppjj,Préstamo Comercial / Crédito Líquido - Personas Jurídicas,Comisión por Formalización de Garantía (Bienes Inmuebles),"Comisión por formalización de garantías de bienes inmuebles, aplicable a clientes de Banca Negocios y Empresas.",COMISION,,,,,,,50.0,1000.0,ME,21/04/2016,2025-10-24,,,Aplica para Bienes Inmuebles - No aplica para Fast Cash (crédito líquido) Persona Jurídica. Vigente desde 21/04/2016 | Condiciones: Aplica para Bienes Inmuebles - No aplica para Fast Cash (crédito líquido) Persona Jurídica. | Cliente: Persona Jurídica | Segmento: Empresas
BBVA_Continental,prestamo-comercial-credito-liquido-ppjj,Préstamo Comercial / Crédito Líquido - Personas Jurídicas,Comisión por Formalización de Garantía (Bienes Muebles),"Comisión por formalización de garantías de bienes muebles, aplicable a clientes de Banca Negocios y Empresas.",COMISION,,,,,,,50.0,1000.0,ME,21/04/2016,2025-10-24,,,Aplica para Bienes Muebles - No aplica para Fast Cash (crédito líquido) Persona Jurídica. Vigente desde 21/04/2016 | Condiciones: Aplica para Bienes Muebles - No aplica para Fast Cash (crédito líquido) Persona Jurídica. | Cliente: Persona Jurídica | Segmento: Empresas
BBVA_Continental,prestamo-comercial-credito-liquido-ppjj,Préstamo Comercial / Crédito Líquido - Personas Jurídicas,Gasto por Servicios Notariales,Gasto por servicios notariales aplicable a la constitución de garantía hipotecaria.,GASTO,,,,59.0,,,,,ME,11/06/2012,2025-10-24,,,-Aplicar por constitución de garantía hipotecaria. Vigente desde 11/06/2012 | Condiciones: Aplicar por constitución de garantía hipotecaria. | Cliente: Persona Jurídica | Segmento: Empresas
BBVA_Continental,prestamo-comercial-credito-liquido-ppjj,Préstamo Comercial / Crédito Líquido - Personas Jurídicas,Gasto por Servicios Registrales,"Gasto por servicios registrales, según tarifario de Registros Públicos.",GASTO,,,,,,,,,AMBAS,11/06/2012,2025-10-24,,,-Según Tarifario de Registros Públicos al momento del acto. Vigente desde 11/06/2012 | Condiciones: Según Tarifario de Registros Públicos al momento del acto. | Cliente: Persona Jurídica | Segmento: Empresas
BBVA_Continental,prestamo-comercial-credito-liquido-ppjj,Préstamo Comercial / Crédito Líquido - Personas Jurídicas,"Honorarios Judiciales (Refinanciamiento, transacción)","Honorarios judiciales por refinanciamiento, transacción judicial o extrajudicial.",GASTO,3.0,,,,,,,,MN,01/02/2015,2025-10-24,,,-Gasto aplica para deudas con o sin garantía. Vigente desde 01/02/2015 | Condiciones: Gasto aplica para deudas con o sin garantía. | Cliente: Persona Jurídica | Segmento: Empresas
BBVA_Continental,prestamo-comercial-credito-liquido-ppjj,Préstamo Comercial / Crédito Líquido - Personas Jurídicas,Honorarios Judiciales (Cancelación deuda total con garantía),"Honorarios judiciales por cancelación total de deuda con garantía, según días de atraso.",GASTO,,,,,,,,,MN,01/02/2015,2025-10-24,,,"-Gasto aplica cuando la deuda que se encuentra garantizada, pasa a cobranza judicial. Aplica sobre la deuda impaga, en función a los días transcurridos de la deuda en judicial. No aplica para PPNN, Naturales con Negocio y Microempresas. Vigente desde 01/02/2015 | Condiciones: Gasto aplica cuando la deuda que se encuentra garantizada, pasa a cobranza judicial. Aplica sobre la deuda impaga, en función a los días transcurridos de la deuda en judicial. No aplica para PPNN, Naturales con Negocio y Microempresas. | Cliente: Persona Jurídica | Segmento: Empresas"
BBVA_Continental,factoring-electronico-ppjj,,Por Documento Procesado,Comisión por cada documento procesado en el servicio de factoring electrónico,COMISION,,,3.5,1.0,,,,,AMBAS,11/06/2012,2025-10-24,Por operación,,A cargo del beneficiario de los anticipos y/o pagos (proveedor). Vigencia desde 11/06/2012 | Cliente: Persona Jurídica
BBVA_Continental,factoring-electronico-ppjj,,Por abono en cuenta de otro banco vía CCE,Costo por abono en cuenta de otro banco a través de CCE,GASTO,,,,,,,,,AMBAS,25/11/2011,2025-10-24,Por operación,,Vigencia desde 25/11/2011 | Cliente: Persona Jurídica
BBVA_Continental,factoring-electronico-ppjj,,Por abono en cuenta de otro banco vía BCR,Costo por abono en cuenta de otro banco a través de BCR,GASTO,,,2.0,,,,,,MN,25/11/2011,2025-10-24,Por transferencia,,"Por cada transferencia, según horarios del BCR: hasta 15:00 horas. Vigencia desde 25/11/2011 | Condiciones: Hasta 15:00 horas | Cliente: Persona Jurídica"
BBVA_Continental,factoring-electronico-ppjj,,Por abono en cuenta de otro banco vía BCR,Costo por abono en cuenta de otro banco a través de BCR,GASTO,,,3.0,,,,,,MN,25/11/2011,2025-10-24,Por transferencia,,"Por cada transferencia, según horarios del BCR: Después de 15:00 horas. Vigente desde 25/11/2011 | Condiciones: Después de 15:00 horas | Cliente: Persona Jurídica"
BBVA_Continental,pago-electronico-detracciones-sunat-ppjj,,Por Detracción Individual,Comisión por cada detracción individual procesada,COMISION,,,3.5,,,,,,MN,23/09/2011,2025-10-24,Por operación,,Cobrada al contribuyente por cada pago procesado con cargo en cuenta Vigente desde 23/09/2011 | Cliente: Persona Jurídica
BBVA_Continental,pago-electronico-detracciones-sunat-ppjj,,Por Detracciones Masivas,Comisión por cada archivo o lote de detracciones masivas procesado,COMISION,,,10.5,,,,,,MN,23/09/2011,2025-10-24,Por archivo o lote,,Cobrada al contribuyente por cada archivo o lote procesado con cargo en su cuenta. Vigente desde 23/09/2011 | Cliente: Persona Jurídica
BBVA_Continental,TRANSFERENCIAS_GIROS-Y-ORDENES_DE_PAGO_PJ.3_TRANSFERENCIAS_INTERBANCARIAS_VIA_CCE,,Transferencias - Transferencia a otra empresa,Comisión por transferencia a otra empresa vía CCE,COMISION,,,4.0,,,,,,MN,01/03/2021,2025-10-24,Por transferencia,,Comisión en canal presencial Vigente desde 01/03/2021 | Cliente: Persona Jurídica
BBVA_Continental,TRANSFERENCIAS_GIROS-Y-ORDENES_DE_PAGO_PJ.3_TRANSFERENCIAS_INTERBANCARIAS_VIA_CCE,,Transferencias - Transferencia a otra empresa,Comisión por transferencia a otra empresa vía CCE,COMISION,,,3.5,,,,,,MN,02/05/2024,2025-10-24,Por transferencia,,Comisión en canal electrónico Vigente desde 02/05/2024 | Cliente: Persona Jurídica
BBVA_Continental,TRANSFERENCIAS_GIROS-Y-ORDENES_DE_PAGO_PJ.3_TRANSFERENCIAS_INTERBANCARIAS_VIA_CCE,,Gastos del Banco Destino,Gastos adicionales del banco de destino en transferencias,GASTO,,,0.8,0.21,,,,,AMBAS,19/03/2013,2025-10-24,Por transferencia,,A cobrarse adicionalmente en Canal Presencial o electrónico. Vigente desde 19/03/2013 | Cliente: Persona Jurídica
BBVA_Continental,TRANSFERENCIAS_GIROS-Y-ORDENES_DE_PAGO_PJ.3_TRANSFERENCIAS_INTERBANCARIAS_VIA_CCE,,Transferencias Ordinarias Misma Plaza Vía CCE,Comisión por transferencias ordinarias en la misma plaza vía CCE,COMISION,,,7.0,,,,,,MN,10/06/2016,2025-10-24,Por transferencia,,Comisión en canal presencial Vigente desde 10/06/2016 | Condiciones: Transferencia inmediata | Cliente: Persona Jurídica
BBVA_Continental,TRANSFERENCIAS_GIROS-Y-ORDENES_DE_PAGO_PJ.3_TRANSFERENCIAS_INTERBANCARIAS_VIA_CCE,,Transferencias Ordinarias Misma Plaza Vía CCE,Comisión por transferencias ordinarias en la misma plaza vía CCE,COMISION,,,5.0,,,,,,MN,10/06/2016,2025-10-24,Por transferencia,,Comisión en canal electrónico Vigente desde 10/06/2016 | Condiciones: Transferencia inmediata | Cliente: Persona Jurídica
BBVA_Continental,TRANSFERENCIAS_GIROS-Y-ORDENES_DE_PAGO_PJ.3_TRANSFERENCIAS_INTERBANCARIAS_VIA_CCE,,Transferencias Ordinarias Misma Plaza Vía CCE,Comisión por transferencias ordinarias en la misma plaza vía CCE,COMISION,,,5.0,1.8,,,,,AMBAS,01/04/2018,2025-10-24,Por transferencia,,Comisión en Cajeros Automáticos Vigente desde 01/04/2018 | Condiciones: Transferencia inmediata | Cliente: Persona Jurídica
BBVA_Continental,TRANSFERENCIAS_GIROS-Y-ORDENES_DE_PAGO_PJ.3_TRANSFERENCIAS_INTERBANCARIAS_VIA_CCE,,Gastos del Banco Destino,Gastos adicionales del banco de destino en transferencias,GASTO,,,0.8,,,,,,MN,10/06/2016,2025-10-24,Por transferencia,,"A cobrarse adicionalmente en Canal Presencial, electrónico. Vigente desde 10/06/2016 | Cliente: Persona Jurídica"
BBVA_Continental,TRANSFERENCIAS_GIROS-Y-ORDENES_DE_PAGO_PJ.3_TRANSFERENCIAS_INTERBANCARIAS_VIA_CCE,,Transferencias - Transferencia a otra empresa,Comisión por transferencia a otra empresa vía CCE,COMISION,0.1,0.1,4.0,1.42,4.0,20.0,1.42,6.0,AMBAS,28/11/2022,2025-10-24,Por transferencia,,Comisión en canal presencial Vigente desde 28/11/2022 | Cliente: Persona Jurídica
BBVA_Continental,TRANSFERENCIAS_GIROS-Y-ORDENES_DE_PAGO_PJ.3_TRANSFERENCIAS_INTERBANCARIAS_VIA_CCE,,Transferencias - Transferencia a otra empresa,Comisión por transferencia a otra empresa vía CCE,COMISION,0.1,0.1,3.5,1.32,3.5,20.0,1.32,6.0,AMBAS,02/05/2024,2025-10-24,Por transferencia,,Comisión en canal electrónico Vigente desde 02/05/2024 | Cliente: Persona Jurídica
BBVA_Continental,TRANSFERENCIAS_GIROS-Y-ORDENES_DE_PAGO_PJ.3_TRANSFERENCIAS_INTERBANCARIAS_VIA_CCE,,Gastos del Banco Destino,Gastos adicionales del banco de destino en transferencias,GASTO,0.5,0.5,7.0,2.0,7.0,100.0,2.0,30.0,AMBAS,02/11/2016,2025-10-24,Por transferencia,,A cobrarse adicionalmente en Canal Presencial o electrónico. Vigente desde 02/11/2016 | Cliente: Persona Jurídica
BBVA_Continental,TRANSFERENCIAS_GIROS-Y-ORDENES_DE_PAGO_PJ.3_TRANSFERENCIAS_INTERBANCARIAS_VIA_CCE,,Transferencias Ordinarias Misma Plaza Vía CCE,Comisión por transferencias ordinarias en la misma plaza vía CCE,COMISION,0.1,0.1,7.0,2.5,7.0,20.0,2.5,6.0,AMBAS,28/11/2022,2025-10-24,Por transferencia,,Comisión en canal presencial Vigente desde 28/11/2022 | Condiciones: Transferencia inmediata | Cliente: Persona Jurídica
BBVA_Continental,TRANSFERENCIAS_GIROS-Y-ORDENES_DE_PAGO_PJ.3_TRANSFERENCIAS_INTERBANCARIAS_VIA_CCE,,Transferencias Ordinarias Misma Plaza Vía CCE,Comisión por transferencias ordinarias en la misma plaza vía CCE,COMISION,0.1,0.1,5.0,1.8,5.0,20.0,1.8,6.0,AMBAS,28/11/2022,2025-10-24,Por transferencia,,Comisión en canal electrónico Vigente desde 28/11/2022 | Condiciones: Transferencia inmediata | Cliente: Persona Jurídica
BBVA_Continental,TRANSFERENCIAS_GIROS-Y-ORDENES_DE_PAGO_PJ.3_TRANSFERENCIAS_INTERBANCARIAS_VIA_CCE,,Transferencias Ordinarias Misma Plaza Vía CCE,Comisión por transferencias ordinarias en la misma plaza vía CCE,COMISION,0.1,0.1,5.0,1.8,5.0,20.0,1.8,6.0,AMBAS,28/11/2022,2025-10-24,Por transferencia,,Comisión en Cajeros Automáticos Vigente desde 28/11/2022 | Condiciones: Transferencia inmediata | Cliente: Persona Jurídica
BBVA_Continental,TRANSFERENCIAS_GIROS-Y-ORDENES_DE_PAGO_PJ.3_TRANSFERENCIAS_INTERBANCARIAS_VIA_CCE,,Gastos del Banco Destino,Gastos adicionales del banco de destino en transferencias,GASTO,0.5,0.5,7.0,2.0,7.0,100.0,2.0,30.0,AMBAS,10/06/2016,2025-10-24,Por transferencia,,"A cobrarse adicionalmente en Canal Presencial, electrónico. Vigente desde 10/06/2016 | Cliente: Persona Jurídica"
BBVA_Continental,TRANSFERENCIAS_GIROS-Y-ORDENES_DE_PAGO_PJ.3_TRANSFERENCIAS_INTERBANCARIAS_VIA_CCE,,Transferencias - Transferencia a otra empresa,Comisión por transferencia a otra empresa vía CCE,COMISION,0.1,0.1,4.0,1.42,4.0,20.0,1.42,6.0,MN,28/11/2022,2025-10-24,Por transferencia,,Comisión en canal presencial Vigente desde 28/11/2022 | Condiciones: Transferencias por horario | Cliente: Persona Jurídica
BBVA_Continental,TRANSFERENCIAS_GIROS-Y-ORDENES_DE_PAGO_PJ.3_TRANSFERENCIAS_INTERBANCARIAS_VIA_CCE,,Transferencias - Transferencia a otra empresa,Comisión por transferencia a otra empresa vía CCE,COMISION,0.1,0.1,3.5,1.32,3.5,20.0,1.32,6.0,MN,02/05/2024,2025-10-24,Por transferencia,,Comisión en canal electrónico Vigente desde 02/05/2024 | Condiciones: Transferencias por horario | Cliente: Persona Jurídica
BBVA_Continental,TRANSFERENCIAS_GIROS-Y-ORDENES_DE_PAGO_PJ.3_TRANSFERENCIAS_INTERBANCARIAS_VIA_CCE,,Gastos del Banco Destino,Gastos adicionales del banco de destino en transferencias,GASTO,1.5,1.5,7.0,2.0,7.0,100.0,2.0,30.0,AMBAS,02/11/2016,2025-10-24,Por transferencia,,A cobrarse adicionalmente en Canal Presencial o electrónico. Vigente desde 02/11/2016 | Cliente: Persona Jurídica
BBVA_Continental,TRANSFERENCIAS_GIROS-Y-ORDENES_DE_PAGO_PJ.3_TRANSFERENCIAS_INTERBANCARIAS_VIA_CCE,,Transferencias Ordinarias Plaza Exclusiva Vía CCE,Comisión por transferencias ordinarias en plaza exclusiva vía CCE,COMISION,0.1,0.1,7.0,2.5,7.0,20.0,2.5,6.0,AMBAS,28/11/2022,2025-10-24,Por transferencia,,Comisión en canal presencial Vigente desde 28/11/2022 | Cliente: Persona Jurídica
BBVA_Continental,TRANSFERENCIAS_GIROS-Y-ORDENES_DE_PAGO_PJ.3_TRANSFERENCIAS_INTERBANCARIAS_VIA_CCE,,Transferencia por Pago de Haberes Misma Plaza Vía CCE,Comisión por pago de haberes en la misma plaza vía CCE,COMISION,,,,,,,,,AMBAS,23/09/2011,2025-10-24,Por transferencia,,Gastos del Banco Destino a cobrarse adicionalmente en Canal Presencial o electrónico Vigente desde 23/09/2011 | Cliente: Persona Jurídica
BBVA_Continental,TRANSFERENCIAS_GIROS-Y-ORDENES_DE_PAGO_PJ.3_TRANSFERENCIAS_INTERBANCARIAS_VIA_CCE,,Gastos del Banco Destino,Gastos adicionales del banco de destino en transferencias,GASTO,,,1.0,0.3,,,,,AMBAS,23/09/2011,2025-10-24,Por transferencia,,A cobrarse adicionalmente en Canal Presencial o electrónico Vigente desde 23/09/2011 | Cliente: Persona Jurídica
BBVA_Continental,TRANSFERENCIAS_GIROS-Y-ORDENES_DE_PAGO_PJ.3_TRANSFERENCIAS_INTERBANCARIAS_VIA_CCE,,Transferencia por Pago de Haberes Otra Plaza Vía CCE,Comisión por pago de haberes en otra plaza vía CCE,COMISION,,,,,,,,,,,2025-10-24,,,Cliente: Persona Jurídica
BBVA_Continental,transferencias_interplaza,,Transferencias - Transferencia en la Misma Empresa,"Comisión por transferencias entre cuentas de la misma empresa, con montos mínimos y máximos en soles y dólares.",COMISION,0.5,,,,7.5,350.0,2.7,125.0,AMBAS,20/01/2015,2025-10-24,Por operación,Al ordenante,Aplicable a cargo del Ordenante: DE UN MISMO TITULAR - Euros solo por ventanilla - Vigente desde 20/01/2015 | Condiciones: Mismo titular | Cliente: Persona Jurídica
BBVA_Continental,transferencias_interplaza,,"Transferencias a cuenta de otra Localidad: Por ventanilla, cajeros automáticos, agente express, banca por internet y Banca Movil.","Comisión por transferencias a otras localidades, con montos mínimos y máximos en soles y dólares.",COMISION,0.5,,,,7.5,350.0,2.7,125.0,AMBAS,20/01/2015,2025-10-24,Por operación,Al ordenante,Aplicable a cargo del Ordenante: DE DIFERENTE TITULAR. - Euros solo por ventanilla - Vigente desde 20/01/2015 | Condiciones: Diferente titular | Cliente: Persona Jurídica
BBVA_Continental,cuenta-de-ahorro-12-cuenta-digital,Cuenta de Ahorro 12 - Cuenta Digital,Cuenta Digital,"Tasa de interés anual para la cuenta digital, tanto en moneda nacional como extranjera.",TASA,0.0,0.0,,,,,,,AMBAS,02/04/2024,2025-10-24,Anual,,Vigente desde 02/04/2024 | Cliente: Persona Natural
BBVA_Continental,cuenta-de-ahorro-12-cuenta-digital,Cuenta de Ahorro 12 - Cuenta Digital,Operaciones en Cuenta - Conversión de moneda,Comisión por conversión de moneda en transacciones y disposición de efectivo en el extranjero.,COMISION,,,,,,,,,AMBAS,,2025-10-24,,,Aplica para todas las tarjetas de débito. | Condiciones: Todas las tarjetas de débito | Cliente: Persona Natural
BBVA_Continental,cuenta-de-ahorro-12-cuenta-digital,Cuenta de Ahorro 12 - Cuenta Digital,Conversión de Moneda.,Comisión por servicio de cambio de moneda en transacciones y disposición de efectivo en el extranjero.,COMISION,3.0,,,,,,,,MN,,2025-10-24,Por transacción,,"Por servicio de cambio de moneda por las transacciones (compra y disposición de efectivo), hechas en el extranjero en moneda diferente. | Condiciones: Transacciones en el extranjero en moneda diferente. | Cliente: Persona Natural"
BBVA_Continental,cuenta-de-ahorro-12-cuenta-digital,Cuenta de Ahorro 12 - Cuenta Digital,Operaciones en Cuenta - Operaciones en otra localidad,"Comisión por operaciones en otra localidad, tanto en ventanilla como en agente express.",COMISION,,,,,,,,,AMBAS,01/02/2018,2025-10-24,,,Vigente desde 01/02/2018 | Cliente: Persona Natural
BBVA_Continental,cuenta-de-ahorro-12-cuenta-digital,Cuenta de Ahorro 12 - Cuenta Digital,Retiro de dinero realizado en una localidad distinta donde se contrató la Cuenta,Comisión por retiro de dinero en una localidad distinta a la de contratación de la cuenta.,COMISION,,,,,,,,,AMBAS,12/05/2016,2025-10-24,Por operación,,Vigente desde 12/05/2016 | Cliente: Persona Natural
BBVA_Continental,cuenta-de-ahorro-12-cuenta-digital,Cuenta de Ahorro 12 - Cuenta Digital,Depósitos desde otra localidad,"Comisión por depósitos desde otra localidad, aplicable en ventanilla y agente express.",COMISION,,,,,,,,,AMBAS,12/05/2016,2025-10-24,,,Vigente desde 12/05/2016 | Cliente: Persona Natural
BBVA_Continental,cuenta-de-ahorro-12-cuenta-digital,Cuenta de Ahorro 12 - Cuenta Digital,Por Consulta de Saldos y Movimientos,Comisión por consulta de saldos y movimientos en agente express y cajero automático.,COMISION,,,2.0,,,,,,AMBAS,02/04/2024,2025-10-24,Por consulta,,Vigente desde 02/04/2024 | Cliente: Persona Natural
BBVA_Continental,cuenta-de-ahorro-12-cuenta-digital,Cuenta de Ahorro 12 - Cuenta Digital,Retiro de dinero o Transferencia entre Cuentas,"Comisión por retiro de dinero o transferencia entre cuentas en agente express, con condiciones de sueldo libre.",COMISION,,,3.0,,,,,,MN,02/04/2024,2025-10-24,Por operación,,Si recibe su sueldo en esta cuenta los retiros son libres. Vigente desde 02/04/2024 | Condiciones: Agente Express | Cliente: Persona Natural
BBVA_Continental,cuenta-de-ahorro-12-cuenta-digital,Cuenta de Ahorro 12 - Cuenta Digital,,Comisión por retiro de dinero o transferencia entre cuentas en cajero automático BBVA.,COMISION,,,2.0,0.6,,,,,AMBAS,,2025-10-24,Por operación,,Mismo y otra Plaza. | Condiciones: Cajero Automático BBVA | Cliente: Persona Natural
BBVA_Continental,cuenta-de-ahorro-12-cuenta-digital,Cuenta de Ahorro 12 - Cuenta Digital,Uso de Cajero Automático (Otros Bancos),"Comisión por uso de cajero automático de otros bancos, aplica desde el primer retiro.",COMISION,,,25.0,9.0,,,,,AMBAS,30/11/2022,2025-10-24,Por retiro,,Aplica para todas las tarjetas de débito. Vigente desde 30/11/2022 | Condiciones: Desde el 1er retiro | Cliente: Persona Natural
BBVA_Continental,cuenta-de-ahorro-12-cuenta-digital,Cuenta de Ahorro 12 - Cuenta Digital,Depósito de dinero,"Comisión por depósito de dinero en ventanilla, agente express y cajero automático BBVA.",COMISION,,,,,,,,,AMBAS,02/04/2024,2025-10-24,,,Por Agente Express y Cajero depósito BBVA.Misma plaza y otra plaza. Vigente desde 02/04/2024 | Cliente: Persona Natural
BBVA_Continental,cuenta-de-ahorro-12-cuenta-digital,Cuenta de Ahorro 12 - Cuenta Digital,Operación en ventanilla,Comisión por retiro de dinero o transferencia entre cuentas en ventanilla.,COMISION,,,10.0,3.3,,,,,AMBAS,02/04/2024,2025-10-24,Por operación,,Mismo y otra Plaza. Vigente desde 02/04/2024 | Cliente: Persona Natural
BBVA_Continental,cuenta-de-ahorro-12-cuenta-digital,Cuenta de Ahorro 12 - Cuenta Digital,Por Consulta de Saldos y Movimientos,Comisión por consulta de saldos y movimientos en ventanilla.,COMISION,,,10.0,3.3,,,,,AMBAS,02/04/2024,2025-10-24,Por consulta,,Desde la primera consulta Vigente desde 02/04/2024 | Cliente: Persona Natural
