Banco,Producto,Tasa,Moneda,Fecha de registro,Observaciones
BBVA_Continental,Adelanto PPNN,MN: 1.5% | ME: 2.0%,AMBAS,02/11/2011,"Tipo: COMISION | Comisión por transferencia de fondos a otras plazas, otros bancos | Aplica sobre monto por cobrar en otras plazas. Aplica al ingreso del documento a descuento. Para documentos encargados en plazas donde el Banco no tenga oficinas. Vigente desde 02/11/2011 | Mínimo: S/17.50 Máximo: S/1050.00 +Generación y/o envío de Comunic. y Notas de Cargo y Abono: S/3.50 +Gastos del Bco Corresponsal | Condiciones: Para documentos encargados en plazas donde el Banco no tenga oficinas | Cliente: Persona Natural | Categoría: Transferencia de Fondos"
BBVA_Continental,Adelanto PPNN,MN: 1.0% | ME: $ 4.0,AMBAS,20/02/2019,"Tipo: COMISION | Comisión por renovación de documentos en descuento para personas naturales | Aplica sobre monto del nuevo documento. A cargo del aceptante o deudor. Vigente desde 20/02/2019 | 1,00% Mínimo: S/15.00 Máximo: S/50.00 +Generación y/o envío de Comunic. y Notas de Cargo y Abono: S/3.50 | Condiciones: A cargo del aceptante o deudor | Cliente: Persona Natural | Categoría: Renovación de Documentos"
BBVA_Continental,Adelanto PPNN,N/A,,2025-10-24,"Tipo: COMISION | Comisión por devolución de documentos en descuento no cancelados | Aplica sobre el importe del documento devuelto. Para documentos encargados en plazas donde el Banco no tenga oficinas. Vigente desde 02/11/2011 | 0,50% Mínimo: S/7.00 Máximo: S/175.00 +Generación y/o envío de Comunic. y Notas de Cargo y Abono: S/3.50 +Gastos del Bco Cor | Cliente: Persona Natural | Categoría: Devolución de Documentos"
BBVA_Continental,Tarifario Leasing Personas Naturales y Micro,MN: 50.0% | ME: 50.0%,AMBAS,01/07/2024,Tipo: TASA | Tasa de interés fija anual para operaciones de leasing. | Vigente desde 01/07/2024 | Periodicidad: Anual | Cliente: Persona Natural | Segmento: Microempresa | Categoría: Intereses
BBVA_Continental,Tarifario Leasing Personas Naturales y Micro,MN: 12.51% | ME: 9.9%,AMBAS,16/12/2021,Tipo: TASA | Tasa de interés nominal anual por mora en pagos de leasing. | Vigente desde 16/12/2021 | Periodicidad: Anual | Cliente: Persona Natural | Segmento: Microempresa | Categoría: Intereses
BBVA_Continental,Tarifario Leasing Personas Naturales y Micro,MN: S/ 85.0,AMBAS,15/05/2019,Tipo: COMISION | Comisión por gestión y pago anual del impuesto vehicular para leasing. | Monto equivalente al tipo de cambio vigente. Aplica por vehículo cada año durante el periodo que exige la ley para este impuesto. Vigente desde 15/05/2019 | Periodicidad: Anual | Condiciones: Por vehículo | Cliente: Persona Natural | Segmento: Microempresa | Categoría: Impuestos
BBVA_Continental,Tarifario Leasing Personas Naturales y Micro,MN: 1.0%,AMBAS,2011,Tipo: COMISION | Comisión por ejercer la opción de compra al finalizar el contrato de leasing. | Aplica sobre el precio total de la factura (no sobre el importe desembolsado por el Banco) Vigente desde 2011 | Condiciones: Sobre el precio total de la factura | Cliente: Persona Natural | Segmento: Microempresa | Categoría: Opciones de Compra
BBVA_Continental,Tarifario Leasing Personas Naturales y Micro,MN: S/ 250.0,AMBAS,08/09/2011,Tipo: COMISION | Comisión anual por trámite y gestión de pago de impuesto predial y arbitrios. | Monto equivalente al tipo de cambio vigente. Aplica por inmueble cada año hasta transferir el bien a favor del cliente. Vigente desde 08/09/2011 | Periodicidad: Anual | Condiciones: Por inmueble | Cliente: Persona Natural | Segmento: Microempresa | Categoría: Impuestos
BBVA_Continental,Tarifario Leasing Personas Naturales y Micro,MN: S/ 35.0 | ME: $ 10.0,AMBAS,01/08/2017,Tipo: COMISION | Comisión por emisión de duplicado de comprobantes de pago. | Vigente desde 01/08/2017 | Cliente: Persona Natural | Segmento: Microempresa | Categoría: Documentación
BBVA_Continental,Tarifario Leasing Personas Naturales y Micro,ME: $ 169.49,AMBAS,08/09/2011,Tipo: COMISION | Comisión por trámite de exoneración del impuesto vehicular para leasing. | Aplica por operación al inicio del contrato para el caso de Remolcadores o tracto camiones. Vigente desde 08/09/2011 | Cobro: Al inicio del contrato | Condiciones: Para Remolcadores o tracto camiones | Cliente: Persona Natural | Segmento: Microempresa | Categoría: Impuestos
BBVA_Continental,Tarifario Leasing Personas Naturales y Micro,ME: $ 100.0,AMBAS,15/05/2019,"Tipo: COMISION | Comisión por trámite de inafectación del impuesto vehicular para leasing. | Aplica para vehículos de clase ómnibus (dedicados al servicio de transporte público de pasajeros), por contrato cada año durante el periodo que exige la ley para este impuesto. Vigente desde 15/05/2019 | Periodicidad: Anual | Condiciones: Por contrato, para vehículos ómnibus | Cliente: Persona Natural | Segmento: Microempresa | Categoría: Impuestos"
BBVA_Continental,Tarifario Leasing Personas Naturales y Micro,N/A,AMBAS,08/09/2011,"Tipo: COMISION | Comisión por trámite de inafectación del impuesto vehicular para leasing. | Aplica para vehículos de clase ómnibus (dedicados al servicio de transporte público de pasajeros), por contrato cada año durante el periodo que exige la ley para este impuesto. Vigente desde 08/09/2011 | Periodicidad: Anual | Condiciones: Por contrato, para vehículos ómnibus | Cliente: Persona Natural | Segmento: Microempresa | Categoría: Impuestos"
BBVA_Continental,Tarifario Leasing Personas Naturales y Micro,MN: 5.0%,AMBAS,09/01/2017,Tipo: COMISION | Comisión por gestión de pago de multas de vehículos en leasing. | Aplica sobre el valor de la multa por el servicio de trámite de cada multa generada. Vigente desde 09/01/2017 | Condiciones: Sobre el valor de la multa | Cliente: Persona Natural | Segmento: Microempresa | Categoría: Documentación
BBVA_Continental,Tarifario Leasing Personas Naturales y Micro,MN: S/ 30.0,AMBAS,08/09/2011,Tipo: COMISION | Comisión por el servicio de trámite de multas de vehículos en leasing. | Aplica por el servicio de trámite de cada multa generada. Vigente desde 08/09/2011 | Condiciones: Por cada multa generada | Cliente: Persona Natural | Segmento: Microempresa | Categoría: Multas
BBVA_Continental,Tarifario Leasing Personas Naturales y Micro,ME: $ 63.56,AMBAS,03/07/2017,"Tipo: COMISION | Comisión por revisión y endoso de pólizas de seguro en leasing. | Aplica por el servicio de revisión, endosos, así como el control de vencimientos y renovaciones de pólizas presentadas por el Cliente. Vigente desde 03/07/2017 | Cliente: Persona Natural | Segmento: Microempresa | Categoría: Seguros"
BBVA_Continental,Tarifario Leasing Personas Naturales y Micro,ME: $ 10.0,AMBAS,20/01/2015,Tipo: COMISION | Comisión por emisión de cartas de autorización para trámites relacionados al bien financiado. | Importe aplicable por el servicio de emisión de cartas de autorización para trámites y gestiones relacionados al bien financiado. Vigente desde 20/01/2015 | Cliente: Persona Natural | Segmento: Microempresa | Categoría: Documentación
BBVA_Continental,Tarifario Leasing Personas Naturales y Micro,N/A,AMBAS,20/01/2015,"Tipo: COMISION | Comisión por pago de documentos a partir del número 12. | Se cobrará por cada documento (se incluyen facturas, declaraciones únicas de aduanas, documentos de embarque, notas de crédito, entre otros). Vigente desde 20/01/2015 | Condiciones: A partir del documento número 12 | Cliente: Persona Natural | Segmento: Microempresa | Categoría: Documentación"
BBVA_Continental,Tarifario Leasing Personas Naturales y Micro,MN: S/ 2.5 | ME: $ 2.5,AMBAS,2025-10-24,Tipo: COMISION | Comisión por pago de documentos. | Cliente: Persona Natural | Segmento: Microempresa | Categoría: Documentación
BBVA_Continental,Tarifario Leasing Personas Naturales y Micro,ME: $ 100.0,AMBAS,20/01/2015,"Tipo: COMISION | Comisión por trámite y gestión de siniestros ante aseguradora. | Importe aplicable por el servicio de trámite y gestión ante la Compañía de Seguros en caso el bien sufra un siniestro total o parcial, para la aplicación de la indemnización respectiva. Vigente desde 20/01/2015 | Cliente: Persona Natural | Segmento: Microempresa | Categoría: Siniestros"
BBVA_Continental,Tarifario Leasing Personas Naturales y Micro,MN: 0.5%,AMBAS,01/08/2017,Tipo: COMISION | Comisión mensual por inmovilización de fondos para desembolsos parciales. | Importe aplicable por la inmovilización de fondos para la operación durante el período para Desembolsos Parciales. Se aplicará sobre el importe de capital no desembolsado y será cobrada mensualmente hasta la activación de la operación. Vigente desde 01/08/2017 | Periodicidad: Mensual | Condiciones: Sobre el importe de capital no desembolsado | Cliente: Persona Natural | Segmento: Microempresa | Categoría: Compromiso
BBVA_Continental,Tarifario Leasing Personas Naturales y Micro,N/A,AMBAS,08/09/2011,Tipo: GASTO | Gasto por tasación del bien en operaciones de leasing. | Vigente desde 08/09/2011 | Cliente: Persona Natural | Segmento: Microempresa | Categoría: Tasación
BBVA_Continental,Tarifario Leasing Personas Naturales y Micro,N/A,AMBAS,08/09/2011,Tipo: GASTO | Gasto por servicios registrales en operaciones de leasing. | Vigente desde 08/09/2011 | Cliente: Persona Natural | Segmento: Microempresa | Categoría: Registrales
BBVA_Continental,Tarifario Leasing Personas Naturales y Micro,N/A,AMBAS,08/09/2011,Tipo: GASTO | Gasto por servicios notariales en operaciones de leasing. | Vigente desde 08/09/2011 | Cliente: Persona Natural | Segmento: Microempresa | Categoría: Notariales
BBVA_Continental,Tarifario Leasing Personas Naturales y Micro,N/A,AMBAS,08/09/2011,Tipo: GASTO | Gasto por impuestos y/o multas municipales en operaciones de leasing. | Vigente desde 08/09/2011 | Cliente: Persona Natural | Segmento: Microempresa | Categoría: Impuestos
BBVA_Continental,Tarifario Leasing Personas Naturales y Micro,N/A,AMBAS,08/09/2011,Tipo: GASTO | Gasto por impuestos que gravan el bien o contrato de leasing. | Vigente desde 08/09/2011 | Cliente: Persona Natural | Segmento: Microempresa | Categoría: Impuestos
BBVA_Continental,Tarifario Leasing Personas Naturales y Micro,MN: 0.40108% | ME: 0.48616%,AMBAS,01/08/2011,Tipo: SEGURO | Tasa bruta mensual de seguro multiriesgo para edificios y obras civiles. | Tasa Bruta Mensual con Póliza Rimac Vigente desde 01/08/2011 hasta el 04/05/2016 | Periodicidad: Mensual | Condiciones: Tasa Bruta | Cliente: Persona Natural | Segmento: Microempresa | Categoría: Inmuebles
BBVA_Continental,Tarifario Leasing Personas Naturales y Micro,MN: 0.5469%,AMBAS,18/01/2024,"Tipo: SEGURO | Tasa bruta mensual de seguro multiriesgo para existencias. | Tasa Bruta Mensual con Póliza Rimac Vigente desde 18/01/2024 | Periodicidad: Mensual | Condiciones: Tasa Bruta, prima neta mínima $50 | Cliente: Persona Natural | Segmento: Microempresa | Categoría: Existencias"
BBVA_Continental,Tarifario Leasing Personas Naturales y Micro,MN: 0.5955%,AMBAS,01/09/2020,"Tipo: SEGURO | Tasa bruta mensual de seguro multiriesgo para existencias. | Tasa Bruta Mensual con Póliza Rimac Vigente desde 01/09/2020 hasta el 17/01/2024 | Periodicidad: Mensual | Condiciones: Tasa Bruta, prima neta mínima $50 | Cliente: Persona Natural | Segmento: Microempresa | Categoría: Existencias"
BBVA_Continental,Tarifario Leasing Personas Naturales y Micro,MN: 0.4922%,AMBAS,18/01/2024,"Tipo: SEGURO | Tasa bruta mensual de seguro multiriesgo para existencias. | Tasa Bruta Mensual con Póliza Rimac Vigente desde 18/01/2024 | Periodicidad: Mensual | Condiciones: Tasa Bruta, prima neta mínima $50 | Cliente: Persona Natural | Segmento: Microempresa | Categoría: Existencias"
BBVA_Continental,Tarifario Leasing Personas Naturales y Micro,MN: 0.595546%,AMBAS,01/09/2020,"Tipo: SEGURO | Tasa bruta mensual de seguro multiriesgo para existencias. | Tasa Bruta Mensual con Póliza Rimac Vigente desde 01/09/2020 hasta el 17/01/2024 | Periodicidad: Mensual | Condiciones: Tasa Bruta, prima neta mínima $50 | Cliente: Persona Natural | Segmento: Microempresa | Categoría: Existencias"
BBVA_Continental,Tarifario Leasing Personas Naturales y Micro,MN: 0.8205%,AMBAS,2025-10-24,Tipo: SEGURO | Tasa bruta mensual de seguro multiriesgo para maquinaria fija. | Tasa Bruta Mensual | Cliente: Persona Natural | Segmento: Microempresa | Categoría: Maquinaria Fija
BBVA_Continental,,MN: 0.7% | ME: $ 5.0,AMBAS,18/10/2021,Tipo: COMISION | Comisión por emisión de giros nacionales con cargo en cuenta para clientes. | Por Emisión de giros nacionales con cargo en cuenta. Servicio brindado solo a clientes con algún producto en el banco. Vigente desde 18/10/2021 | Periodicidad: Por operación | Condiciones: Servicio brindado solo a clientes con algún producto en el banco. | Cliente: Persona Natural | Categoría: Giros
BBVA_Continental,,MN: S/ 4.5,MN,18/04/2023,Tipo: COMISION | Comisión por giros nacionales a través de Agente Express. | Para canal Agente Express. Monto máximo por operación S/1000. Servicio brindado a clientes y no clientes. Vigente desde 18/04/2023 | Periodicidad: Por operación | Condiciones: Monto máximo por operación S/1000. Servicio brindado a clientes y no clientes. | Cliente: Persona Natural | Categoría: Canal Agente Express
BBVA_Continental,,MN: S/ 45.0,MN,22/02/2021,Tipo: COMISION | Comisión por estudio de poderes para personas jurídicas con productos bancarios. | Estudio de Poderes para aquellas personas jurídicas que tienen cuentas bancarias u otro tipo de operación o contrato bancario Vigente desde 22/02/2021 | Periodicidad: Por estudio | Condiciones: Para personas jurídicas que tienen cuentas bancarias u otro tipo de operación o contrato bancario. | Cliente: Persona Jurídica | Categoría: Estudio de Poderes
BBVA_Continental,,MN: S/ 75.0,MN,02/01/2024,Tipo: COMISION | Comisión por estudio de poderes y descarga de copia literal para micro o pequeñas empresas. | Estudio de Poderes para las micro o pequeñas empresas que cuenten solamente con un representante legal. Como parte de este servicio se realizará la gestión de descarga de su copia literal Vigente desde 02/01/2024 | Periodicidad: Por estudio y descarga | Condiciones: Para micro o pequeñas empresas que cuenten solamente con un representante legal. | Cliente: Persona Jurídica | Categoría: Estudio de Poderes y Copia Literal
BBVA_Continental,,MN: S/ 200.0 | ME: $ 200.0,AMBAS,03/01/2019,"Tipo: COMISION | Comisión por estudio de poderes para personas jurídicas no clientes. | Por pago de cheques de nuestro Banco no negociables, girados a la orden de persona jurídica con poderes, para ser cobrados por caja. Vigente desde 03/01/2019 | Periodicidad: Por estudio | Condiciones: Por pago de cheques de nuestro Banco no negociables, girados a la orden de persona jurídica con poderes, para ser cobrados por caja. | Cliente: Persona Jurídica | Categoría: Estudio de Poderes No Clientes"
BBVA_Continental,,MN: S/ 225.0 | ME: $ 225.0,AMBAS,03/01/2019,"Tipo: COMISION | Comisión por órdenes de retención judicial o administrativa en cuentas. | Por Órdenes emitidas por Entidades Administrat o Judic. se procederá a la búsqueda en todas las cuentas del cliente, cobrándose la comisión antes de ejecutar el embargo sobre el saldo de la cuenta y de no existir fondos en el momento de la notificación de la orden se impondrá retención manual a futuro por el importe de la comisión. Vigente desde 03/01/2019 | Periodicidad: Por orden | Condiciones: Por Órdenes emitidas por Entidades Administrat o Judic. se procederá a la búsqueda en todas las cuentas del cliente, cobrándose la comisión antes de ejecutar el embargo sobre el saldo de la cuenta y de no existir fondos en el momento de la notificación de la orden se impondrá retención manual a futuro por el importe de la comisión. | Cliente: Persona Jurídica | Categoría: Retención Judicial/Administrativa"
BBVA_Continental,,N/A,MN,09/04/2010,"Tipo: COMISION | Comisión por estudio de sucesiones intestadas y testamentos para pagos y entrega de fondos. | Aplica para estudio de sucesiones intestadas, y testamentos, para pagos y entrega de fondos, cts, valores y cajas de seguridad de clientes a los herederos (de acuerdo al saldo de las cuentas del fallecido). Vigente desde 09/04/2010 | Periodicidad: Por estudio | Condiciones: Aplica para estudio de sucesiones intestadas, y testamentos, para pagos y entrega de fondos, cts, valores y cajas de seguridad de clientes a los herederos (de acuerdo al saldo de las cuentas del fallecido). | Cliente: Persona Jurídica | Categoría: Evaluación de Documentos Fallecidos"
BBVA_Continental,,MN: S/ 8.5 | ME: $ 2.5,AMBAS,20/09/2010,"Tipo: COMISION | Comisión por operaciones de débito en cajeros de otros bancos locales. | Operaciones de débito (Ahorro, Cta, Cte). Tarjeta de débito / Tarjeta de crédito Vigente desde 20/09/2010 | Periodicidad: Por operación | Condiciones: Operaciones de débito (Ahorro, Cta, Cte). Tarjeta de débito / Tarjeta de crédito | Cliente: Persona Jurídica | Categoría: Transacciones en otros Bancos Locales"
BBVA_Continental,,MN: 4.0% | ME: $ 2.5,MN,20/09/2010,Tipo: COMISION | Comisión por avance de efectivo en cajeros de otros bancos locales con tarjeta de crédito. | Tarjeta de crédito (Visa) Avance Efectivo MN (Flat por Operación) (Para todas Tarjetas de Crédito) Vigente desde 20/09/2010 | Periodicidad: Por operación | Condiciones: Tarjeta de crédito (Visa) Avance Efectivo MN (Flat por Operación) (Para todas Tarjetas de Crédito) | Cliente: Persona Jurídica | Categoría: Avance Efectivo Tarjeta Crédito MN
BBVA_Continental,,MN: 4.0% | ME: $ 2.5,AMBAS,20/09/2010,"Tipo: COMISION | Comisión por operaciones de débito en cajeros de otros bancos locales (duplicado). | Operaciones de débito (Ahorro, Cta, Cte). Tarjeta de débito / Tarjeta de crédito Vigente desde 20/09/2010 | Periodicidad: Por operación | Condiciones: Operaciones de débito (Ahorro, Cta, Cte). Tarjeta de débito / Tarjeta de crédito | Cliente: Persona Jurídica | Categoría: Transacciones en otros Bancos Locales - Operaciones de débito"
BBVA_Continental,,MN: S/ 14.0 | ME: $ 4.0,AMBAS,20/09/2010,Tipo: COMISION | Comisión por transacciones en cajeros de bancos del exterior. | Tarjeta de crédito (Visa) Avance Efectivo MN (Flat por Operación) (Para todas Tarjetas de Crédito) Vigente desde 20/09/2010 | Periodicidad: Por operación | Condiciones: Tarjeta de crédito (Visa) Avance Efectivo MN (Flat por Operación) (Para todas Tarjetas de Crédito) | Cliente: Persona Jurídica | Categoría: Transacciones en Bancos del Exterior
BBVA_Continental,,MN: 5.0% | ME: $ 2.5,MN,2025-10-24,Tipo: COMISION | Comisión por avance de efectivo en cajeros del exterior con tarjeta de crédito. | Periodicidad: Por operación | Cliente: Persona Jurídica | Categoría: Avance Efectivo Tarjeta Crédito MN (Exterior)
BBVA_Continental,,MN: 4.0% | ME: $ 2.5,MN,2025-10-24,Tipo: COMISION | Comisión por operaciones de débito en cajeros de otros bancos locales (duplicado). | Periodicidad: Por operación | Cliente: Persona Jurídica | Categoría: Transacciones en otros Bancos Locales - Operaciones de débito (repetido)
BBVA_Continental,,N/A,MN,31/01/2012,"Tipo: COMISION | Pago de recibos de servicios domiciliados sin costo. | Por cada recibo (luz, agua, teléfono, etc.) Vigente desde 31/01/2012 | Periodicidad: Por recibo | Condiciones: Por cada recibo (luz, agua, teléfono, etc.) | Categoría: Servicios Domiciliados"
BBVA_Continental,,MN: S/ 3.5,MN,18/07/2019,Tipo: COMISION | Comisión por pago de recibos de Telefónica del Perú por canal. | - Liquidación automática según moneda de facturación. - Por cada recibo según canal. Vigencia desde 18/07/2019 | Periodicidad: Por recibo | Condiciones: Liquidación automática según moneda de facturación. Por cada recibo según canal. | Categoría: Pago de Recibos Telefónica
BBVA_Continental,,MN: S/ 2.0,MN,17/07/2019,Tipo: COMISION | Comisión por pago de recibos de Claro por canal. | - Liquidación automática según moneda de facturación. - Por cada recibo según canal. Vigencia desde 17/07/2019 | Periodicidad: Por recibo | Condiciones: Liquidación automática según moneda de facturación. Por cada recibo según canal. | Categoría: Pago de Recibos Claro
BBVA_Continental,,N/A,MN,20/06/2014,Tipo: COMISION | Pago de recibos de Luz del Sur por canal electrónico. | - Liquidación automática según moneda de facturación. - Por cada recibo según canal. Vigente desde 20/06/2014 | Periodicidad: Por recibo | Condiciones: Liquidación automática según moneda de facturación. Por cada recibo según canal. | Categoría: Pago de Recibos Luz del Sur
BBVA_Continental,,N/A,MN,20/06/2014,Tipo: COMISION | Pago de recibos de Edelnor por ventanilla y agente. | - Liquidación automática según moneda de facturación. - Por cada recibo según canal. Vigente desde 20/06/2014 | Periodicidad: Por recibo | Condiciones: Liquidación automática según moneda de facturación. Por cada recibo según canal. | Categoría: Pago de Recibos Edelnor
BBVA_Continental,,MN: S/ 2.0,MN,20/06/2014,Tipo: COMISION | Comisión por pago de recibos de Sedapal por canal. | - Liquidación automática según moneda de facturación. - Por cada recibo según canal. Vigente desde 20/06/2014 | Periodicidad: Por recibo | Condiciones: Liquidación automática según moneda de facturación. Por cada recibo según canal. | Categoría: Pago de Recibos Sedapal
BBVA_Continental,,MN: 1.0%,MN,06/03/2017,Tipo: COMISION | Comisión por reconvertir dinero electrónico a dinero efectivo. | Sacar plata significa reconvertir dinero electrónico en dinero efectivo. Retirar dinero efectivo de su cuenta BIM. Vigente desde 06/03/2017 | Periodicidad: Por operación | Condiciones: Sacar plata significa reconvertir dinero electrónico en dinero efectivo. Retirar dinero efectivo de su cuenta BIM. | Categoría: Reconversión de Dinero Electrónico
BBVA_Continental,,MN: 1.0%,MN,06/03/2017,Tipo: COMISION | Comisión por transferir dinero electrónico entre cuentas BIM. | Mandar plata significa transferir dinero electrónico desde mi cuenta BIM a la cuenta BIM de otra persona. Vigente desde 06/03/2017 | Periodicidad: Por transferencia | Condiciones: Mandar plata significa transferir dinero electrónico desde mi cuenta BIM a la cuenta BIM de otra persona. | Categoría: Transferencia de Dinero Electrónico
BBVA_Continental,,MN: S/ 12.0 | ME: $ 5.0,AMBAS,02/11/2011,Tipo: COMISION | Comisión por consultas de movimientos y estados de cuenta en proceso batch. | Aplica para productos pasivos y la entrega se efectúa en 24 horas. Vigente desde 02/11/2011 | Periodicidad: Por consulta | Condiciones: Aplica para productos pasivos y la entrega se efectúa en 24 horas. | Cliente: Persona Jurídica | Categoría: Consultas de Movimientos y Estados de Cuenta
BBVA_Continental,,MN: S/ 1.5 | ME: $ 0.5,AMBAS,02/11/2011,Tipo: COMISION | Comisión por duplicado de movimientos de tarjetas de crédito. | Aplica para último ciclo de facturación. Por cada página. Vigente desde 02/11/2011 | Periodicidad: Por página | Condiciones: Aplica para último ciclo de facturación. Por cada página. | Cliente: Persona Jurídica | Categoría: Duplicado de Movimientos Tarjetas de Crédito
BBVA_Continental,,N/A,,2025-10-24,Tipo: N/A | Cliente: Persona Jurídica
BBVA_Continental,Tarjetas Empresariales - Personas Jurídicas,MN: S/ 12.0 - S/ 35.0 | ME: $ 12.0 - $ 35.0,AMBAS,01/05/2013,Tipo: TASA | Tasa anual fija para compras con tarjeta de crédito empresarial. | Vigente desde 01/05/2013 | Periodicidad: Anual | Cliente: Persona Jurídica | Segmento: Empresas | Categoría: Interés Compensatorio
BBVA_Continental,Tarjetas Empresariales - Personas Jurídicas,MN: S/ 12.0 - S/ 35.0 | ME: $ 12.0 - $ 35.0,AMBAS,01/05/2013,Tipo: TASA | Tasa anual fija para disposiciones de efectivo con tarjeta de crédito empresarial. | Vigente desde 01/05/2013 | Periodicidad: Anual | Cliente: Persona Jurídica | Segmento: Empresas | Categoría: Interés Compensatorio
BBVA_Continental,Tarjetas Empresariales - Personas Jurídicas,MN: S/ 12.0 - S/ 35.0 | ME: $ 12.0 - $ 35.0,AMBAS,01/05/2013,Tipo: TASA | Tasa anual fija para subrogación de deuda con tarjeta de crédito empresarial. | Vigente desde 01/05/2013 | Periodicidad: Anual | Cliente: Persona Jurídica | Segmento: Empresas | Categoría: Interés Compensatorio
BBVA_Continental,Tarjetas Empresariales - Personas Jurídicas,MN: 12.51% | ME: 9.9%,AMBAS,29/03/2022,"Tipo: TASA | Tasa anual por mora en el pago de la tarjeta de crédito empresarial. | El interés moratorio tiene por finalidad indemnizar la mora en el pago del crédito. En caso no cancele su pago mínimo (equivalente al pago total del mes), se le cobrará el interés moratorio. El cálculo se realizará aplicando la Tasa Nominal Anual de Interés Moratorio en función de los días de atraso, a partir del día siguiente del último día de pago de su tarjeta. Vigencia desde el 29/03/2022 | Periodicidad: Anual | Condiciones: Aplica cuando no se cancela el pago mínimo. | Cliente: Persona Jurídica | Segmento: Empresas | Categoría: Interés Moratorio"
BBVA_Continental,Tarjetas Empresariales - Personas Jurídicas,N/A,AMBAS,06/08/2021,Tipo: COMISION | Costo anual por membresía de tarjeta de crédito empresarial. | A y B | Periodicidad: Anual | Cliente: Persona Jurídica | Segmento: Empresas | Categoría: Anual
BBVA_Continental,Tarjetas Empresariales - Personas Jurídicas,N/A,AMBAS,19/03/2021,Tipo: COMISION | Costo por evaluación de póliza de seguro endosada para tarjeta empresarial. | A y B | Cliente: Persona Jurídica | Segmento: Empresas | Categoría: Evaluación de Póliza de Seguro Endosada
BBVA_Continental,Tarjetas Empresariales - Personas Jurídicas,MN: S/ 9.0 | ME: $ 3.0,AMBAS,21/01/2015,Tipo: COMISION | Costo mensual por envío físico de estado de cuenta de tarjeta empresarial. | A y B | Periodicidad: Mensual | Cobro: Por contrato | Cliente: Persona Jurídica | Segmento: Empresas | Categoría: Envío físico de estado de cuenta
BBVA_Continental,Tarjetas Empresariales - Personas Jurídicas,MN: S/ 20.0 | ME: $ 7.2,AMBAS,21/01/2015,Tipo: COMISION | Costo por uso de cajeros automáticos de otros bancos con tarjeta empresarial. | A y B | Condiciones: Aplica cuando se usa la tarjeta para retirar dinero en cajeros de otros bancos nacionales o extranjeros. | Cliente: Persona Jurídica | Segmento: Empresas | Categoría: Uso de cajero automático
BBVA_Continental,Tarjetas Empresariales - Personas Jurídicas,MN: S/ 20.0 | ME: $ 7.2,AMBAS,21/01/2015,Tipo: COMISION | Costo por reposición de tarjeta de crédito empresarial por pérdida o robo. | A y B | Cobro: Por reposición | Condiciones: Efectuado a la reposición del plástico por pérdida o robo. | Cliente: Persona Jurídica | Segmento: Empresas | Categoría: Reposición de tarjeta de crédito
BBVA_Continental,Tarjetas Empresariales - Personas Jurídicas,MN: 3.0%,MN,01/02/2015,"Tipo: GASTO | Gasto por honorarios judiciales en caso de refinanciamiento o transacción judicial. | Gasto aplica para deudas con o sin garantía. Vigente desde 01/02/2015 | Periodicidad: Por operación | Condiciones: Refinanciamiento, transacción judicial o extrajudicial. | Cliente: Persona Jurídica | Segmento: Empresas | Categoría: Honorarios Judiciales"
BBVA_Continental,Tarjetas Empresariales - Personas Jurídicas,N/A,MN,01/02/2015,"Tipo: GASTO | Gasto por honorarios judiciales en caso de cancelación total de deuda con garantía. | Gasto aplica cuando la deuda que se encuentra garantizada, pasa a cobranza judicial. Aplica sobre la deuda impaga, en función a los días transcurridos de la deuda en judicial. No aplica para PPNN, Naturales con Negocio y Microempresas. Vigente desde 01/02/2015 | Condiciones: Cancelación deuda total con garantía 0-45 días:13% 46-90 días:10% 91-180 días:7% 181 a más:5% | Cliente: Persona Jurídica | Segmento: Empresas | Categoría: Honorarios Judiciales"
BBVA_Continental,Tarjetas Empresariales - Personas Jurídicas,N/A,MN,01/02/2015,"Tipo: GASTO | Gasto por honorarios judiciales en caso de cancelación total de deuda sin garantía. | Gasto aplica cuando la deuda no está garantizada y pasa a cobranza judicial. Aplica sobre la deuda impaga, en función a los días transcurridos de la deuda en judicial. No aplica para PPNN, Naturales con Negocio y Microempresas. Vigente desde 01/02/2015 | Condiciones: Cancelación deuda total sin garantía 0-90 días:15% 91 a más:12% | Cliente: Persona Jurídica | Segmento: Empresas | Categoría: Honorarios Judiciales"
BBVA_Continental,Tarjetas Empresariales - Personas Jurídicas,MN: 0.0583%,MN,16/10/2014,"Tipo: SEGURO | Costo del seguro de desgravamen para tarjeta de crédito empresarial. | El Seguro de Desgravamen es brindado por Rímac Seguros y Reaseguros. Los riesgos cubiertos son: 1. Fallecimiento del Asegurado; 2. Invalidez total y permanente por accidente; 3. Invalidez total y permanente por enfermedad; Suma asegurada máxima hasta S/300,000 o US$ 87,000 por Asegurado. La información sobre coberturas, exclusiones y condiciones podrá encontrarla en la página web del Banco y en el Certificado de Seguro. En caso de siniestro, comunicarse con la central de emergencias Aló Rímac al 411-1111 o con el Banco para brindarle la información necesaria. Número de póliza en soles: 6485411 Número de póliza en dólares: 6485411 Vigente desde 16/10/2014 | Cliente: Persona Jurídica | Segmento: Empresas"
